subset,image_path,label_path,box_count,class_ids,hydration_proxy_pct,richness_proxy_score,plant_diversity_index,mean_bbox_area_ratio
train,data/yolo_dataset/images/train/MAX_0841_47.jpg,data/yolo_dataset/labels/train/MAX_0841_47.txt,5,1,29.6845,43.4507,-0.0,0.010161
train,data/yolo_dataset/images/train/MAX_0841_48.jpg,data/yolo_dataset/labels/train/MAX_0841_48.txt,6,1,31.7253,44.7403,-0.0,0.010311
train,data/yolo_dataset/images/train/MAX_0841_5.jpg,data/yolo_dataset/labels/train/MAX_0841_5.txt,3,1,34.6987,54.2802,-0.0,0.011689
train,data/yolo_dataset/images/train/MAX_0841_8.jpg,data/yolo_dataset/labels/train/MAX_0841_8.txt,2,1,33.4976,48.657,-0.0,0.006399
train,data/yolo_dataset/images/train/MAX_0841_9.jpg,data/yolo_dataset/labels/train/MAX_0841_9.txt,5,1,33.3967,52.7947,-0.0,0.004127
train,data/yolo_dataset/images/train/MAX_0842_0.jpg,data/yolo_dataset/labels/train/MAX_0842_0.txt,2,1,37.1628,48.5537,-0.0,0.007268
train,data/yolo_dataset/images/train/MAX_0842_10.jpg,data/yolo_dataset/labels/train/MAX_0842_10.txt,2,1,38.1292,56.0105,-0.0,0.003057
train,data/yolo_dataset/images/train/MAX_0842_12.jpg,data/yolo_dataset/labels/train/MAX_0842_12.txt,3,1,40.1881,56.5933,-0.0,0.005465
train,data/yolo_dataset/images/train/MAX_0842_13.jpg,data/yolo_dataset/labels/train/MAX_0842_13.txt,2,1,39.3641,52.6489,-0.0,0.008168
train,data/yolo_dataset/images/train/MAX_0842_2.jpg,data/yolo_dataset/labels/train/MAX_0842_2.txt,6,1,38.5761,56.9398,-0.0,0.005241
train,data/yolo_dataset/images/train/MAX_0842_28.jpg,data/yolo_dataset/labels/train/MAX_0842_28.txt,7,1,29.2825,44.0566,-0.0,0.004894
train,data/yolo_dataset/images/train/MAX_0842_29.jpg,data/yolo_dataset/labels/train/MAX_0842_29.txt,5,1,30.4193,48.1085,-0.0,0.005074
train,data/yolo_dataset/images/train/MAX_0842_3.jpg,data/yolo_dataset/labels/train/MAX_0842_3.txt,6,1,39.0815,58.2855,-0.0,0.007382
train,data/yolo_dataset/images/train/MAX_0842_30.jpg,data/yolo_dataset/labels/train/MAX_0842_30.txt,3,1,29.3823,46.5872,-0.0,0.005228
train,data/yolo_dataset/images/train/MAX_0842_31.jpg,data/yolo_dataset/labels/train/MAX_0842_31.txt,9,1,30.8752,47.7311,-0.0,0.005497
train,data/yolo_dataset/images/train/MAX_0842_32.jpg,data/yolo_dataset/labels/train/MAX_0842_32.txt,2,1,31.6438,48.5637,-0.0,0.004976
train,data/yolo_dataset/images/train/MAX_0842_33.jpg,data/yolo_dataset/labels/train/MAX_0842_33.txt,7,1,35.484,52.2595,-0.0,0.011108
train,data/yolo_dataset/images/train/MAX_0842_34.jpg,data/yolo_dataset/labels/train/MAX_0842_34.txt,7,1,35.9934,51.1768,-0.0,0.011846
train,data/yolo_dataset/images/train/MAX_0842_35.jpg,data/yolo_dataset/labels/train/MAX_0842_35.txt,7,1,27.5808,43.0319,-0.0,0.009185
train,data/yolo_dataset/images/train/MAX_0842_36.jpg,data/yolo_dataset/labels/train/MAX_0842_36.txt,4,1,29.3883,43.6112,-0.0,0.006264
train,data/yolo_dataset/images/train/MAX_0842_38.jpg,data/yolo_dataset/labels/train/MAX_0842_38.txt,4,1,30.664,45.9536,-0.0,0.002799
train,data/yolo_dataset/images/train/MAX_0842_39.jpg,data/yolo_dataset/labels/train/MAX_0842_39.txt,3,1,32.5935,46.9915,-0.0,0.003477
train,data/yolo_dataset/images/train/MAX_0842_4.jpg,data/yolo_dataset/labels/train/MAX_0842_4.txt,8,1,40.4233,60.8477,-0.0,0.007753
train,data/yolo_dataset/images/train/MAX_0842_40.jpg,data/yolo_dataset/labels/train/MAX_0842_40.txt,4,1,34.4565,48.2266,-0.0,0.00575
train,data/yolo_dataset/images/train/MAX_0842_41.jpg,data/yolo_dataset/labels/train/MAX_0842_41.txt,4,1,35.5596,48.1465,-0.0,0.008187
train,data/yolo_dataset/images/train/MAX_0842_42.jpg,data/yolo_dataset/labels/train/MAX_0842_42.txt,2,1,22.2895,33.4882,-0.0,0.007074
train,data/yolo_dataset/images/train/MAX_0842_43.jpg,data/yolo_dataset/labels/train/MAX_0842_43.txt,3,1,25.5739,37.2471,-0.0,0.006005
train,data/yolo_dataset/images/train/MAX_0842_44.jpg,data/yolo_dataset/labels/train/MAX_0842_44.txt,1,1,24.9341,35.7454,-0.0,0.002638
train,data/yolo_dataset/images/train/MAX_0842_45.jpg,data/yolo_dataset/labels/train/MAX_0842_45.txt,2,1,24.0398,36.7275,-0.0,0.006669
train,data/yolo_dataset/images/train/MAX_0842_46.jpg,data/yolo_dataset/labels/train/MAX_0842_46.txt,4,1,25.9718,37.2571,-0.0,0.006073
train,data/yolo_dataset/images/train/MAX_0842_47.jpg,data/yolo_dataset/labels/train/MAX_0842_47.txt,5,1,29.2581,41.7268,-0.0,0.007292
train,data/yolo_dataset/images/train/MAX_0842_48.jpg,data/yolo_dataset/labels/train/MAX_0842_48.txt,10,1,32.0967,43.6001,-0.0,0.007718
train,data/yolo_dataset/images/train/MAX_0842_5.jpg,data/yolo_dataset/labels/train/MAX_0842_5.txt,10,1,40.9282,59.0195,-0.0,0.011598
train,data/yolo_dataset/images/train/MAX_0842_6.jpg,data/yolo_dataset/labels/train/MAX_0842_6.txt,5,1,39.5921,54.0382,-0.0,0.011927
train,data/yolo_dataset/images/train/MAX_0842_7.jpg,data/yolo_dataset/labels/train/MAX_0842_7.txt,2,1,36.9101,49.3242,-0.0,0.007373
train,data/yolo_dataset/images/train/MAX_0843_0.jpg,data/yolo_dataset/labels/train/MAX_0843_0.txt,6,1,37.3406,49.9286,-0.0,0.010995
train,data/yolo_dataset/images/train/MAX_0843_1.jpg,data/yolo_dataset/labels/train/MAX_0843_1.txt,9,1,38.5951,55.3855,-0.0,0.009763
train,data/yolo_dataset/images/train/MAX_0843_10.jpg,data/yolo_dataset/labels/train/MAX_0843_10.txt,5,1,37.5354,57.6252,-0.0,0.009876
train,data/yolo_dataset/images/train/MAX_0843_11.jpg,data/yolo_dataset/labels/train/MAX_0843_11.txt,4,1,37.4526,57.1901,-0.0,0.006085
train,data/yolo_dataset/images/train/MAX_0843_13.jpg,data/yolo_dataset/labels/train/MAX_0843_13.txt,2,1,36.9786,53.0627,-0.0,0.003147
train,data/yolo_dataset/images/train/MAX_0843_14.jpg,data/yolo_dataset/labels/train/MAX_0843_14.txt,2,1,33.6262,48.9837,-0.0,0.006924
train,data/yolo_dataset/images/train/MAX_0843_15.jpg,data/yolo_dataset/labels/train/MAX_0843_15.txt,4,1,33.0195,51.3224,-0.0,0.004691
train,data/yolo_dataset/images/train/MAX_0843_16.jpg,data/yolo_dataset/labels/train/MAX_0843_16.txt,3,1,34.2479,52.8544,-0.0,0.006417
train,data/yolo_dataset/images/train/MAX_0843_17.jpg,data/yolo_dataset/labels/train/MAX_0843_17.txt,2,1,34.6112,53.9299,-0.0,0.00556
train,data/yolo_dataset/images/train/MAX_0843_18.jpg,data/yolo_dataset/labels/train/MAX_0843_18.txt,4,1,35.522,55.2018,-0.0,0.006025
train,data/yolo_dataset/images/train/MAX_0843_19.jpg,data/yolo_dataset/labels/train/MAX_0843_19.txt,3,1,36.5917,54.9925,-0.0,0.008133
train,data/yolo_dataset/images/train/MAX_0843_20.jpg,data/yolo_dataset/labels/train/MAX_0843_20.txt,1,1,35.4107,51.028,-0.0,0.013188
train,data/yolo_dataset/images/train/MAX_0843_21.jpg,data/yolo_dataset/labels/train/MAX_0843_21.txt,4,1,31.2056,49.2776,-0.0,0.018756
train,data/yolo_dataset/images/train/MAX_0843_22.jpg,data/yolo_dataset/labels/train/MAX_0843_22.txt,9,1,33.834,52.8874,-0.0,0.011374
train,data/yolo_dataset/images/train/MAX_0843_24.jpg,data/yolo_dataset/labels/train/MAX_0843_24.txt,7,1,34.2355,52.1382,-0.0,0.007569
train,data/yolo_dataset/images/train/MAX_0843_25.jpg,data/yolo_dataset/labels/train/MAX_0843_25.txt,7,1,34.9082,53.957,-0.0,0.008501
train,data/yolo_dataset/images/train/MAX_0843_26.jpg,data/yolo_dataset/labels/train/MAX_0843_26.txt,4,1,35.4263,53.1502,-0.0,0.006064
train,data/yolo_dataset/images/train/MAX_0843_28.jpg,data/yolo_dataset/labels/train/MAX_0843_28.txt,1,1,30.9909,45.8428,-0.0,0.01121
train,data/yolo_dataset/images/train/MAX_0843_29.jpg,data/yolo_dataset/labels/train/MAX_0843_29.txt,3,1,31.2092,48.3062,-0.0,0.010101
train,data/yolo_dataset/images/train/MAX_0843_30.jpg,data/yolo_dataset/labels/train/MAX_0843_30.txt,2,1,29.0075,47.4135,-0.0,0.003747
train,data/yolo_dataset/images/train/MAX_0843_31.jpg,data/yolo_dataset/labels/train/MAX_0843_31.txt,1,1,29.8605,47.6414,-0.0,0.003237
train,data/yolo_dataset/images/train/MAX_0843_32.jpg,data/yolo_dataset/labels/train/MAX_0843_32.txt,1,1,30.7858,49.4822,-0.0,0.007643
train,data/yolo_dataset/images/train/MAX_0843_33.jpg,data/yolo_dataset/labels/train/MAX_0843_33.txt,1,1,31.632,49.0665,-0.0,0.007194
train,data/yolo_dataset/images/train/MAX_0843_36.jpg,data/yolo_dataset/labels/train/MAX_0843_36.txt,5,1,29.4906,43.8399,-0.0,0.007535
train,data/yolo_dataset/images/train/MAX_0843_37.jpg,data/yolo_dataset/labels/train/MAX_0843_37.txt,4,1,28.5564,43.1714,-0.0,0.005657
train,data/yolo_dataset/images/train/MAX_0843_38.jpg,data/yolo_dataset/labels/train/MAX_0843_38.txt,3,1,29.468,45.815,-0.0,0.012996
train,data/yolo_dataset/images/train/MAX_0843_39.jpg,data/yolo_dataset/labels/train/MAX_0843_39.txt,4,1,30.8545,47.7493,-0.0,0.012231
train,data/yolo_dataset/images/train/MAX_0843_4.jpg,data/yolo_dataset/labels/train/MAX_0843_4.txt,4,1,39.7468,59.6287,-0.0,0.009563
train,data/yolo_dataset/images/train/MAX_0843_40.jpg,data/yolo_dataset/labels/train/MAX_0843_40.txt,3,1,31.5454,46.3097,-0.0,0.005615
train,data/yolo_dataset/images/train/MAX_0843_42.jpg,data/yolo_dataset/labels/train/MAX_0843_42.txt,4,1,28.1631,40.8206,-0.0,0.011667
train,data/yolo_dataset/images/train/MAX_0843_43.jpg,data/yolo_dataset/labels/train/MAX_0843_43.txt,5,1,27.869,41.1484,-0.0,0.009519
train,data/yolo_dataset/images/train/MAX_0843_44.jpg,data/yolo_dataset/labels/train/MAX_0843_44.txt,6,1,26.9505,39.5273,-0.0,0.010114
train,data/yolo_dataset/images/train/MAX_0843_46.jpg,data/yolo_dataset/labels/train/MAX_0843_46.txt,2,1,29.2522,43.3609,-0.0,0.016579
train,data/yolo_dataset/images/train/MAX_0843_47.jpg,data/yolo_dataset/labels/train/MAX_0843_47.txt,3,1,31.1901,46.0884,-0.0,0.02277
train,data/yolo_dataset/images/train/MAX_0843_48.jpg,data/yolo_dataset/labels/train/MAX_0843_48.txt,5,1,31.4478,44.3068,-0.0,0.021131
train,data/yolo_dataset/images/train/MAX_0843_6.jpg,data/yolo_dataset/labels/train/MAX_0843_6.txt,4,1,40.0155,54.6468,-0.0,0.014537
train,data/yolo_dataset/images/train/MAX_0843_7.jpg,data/yolo_dataset/labels/train/MAX_0843_7.txt,4,1,35.4339,50.0408,-0.0,0.008695
train,data/yolo_dataset/images/train/MAX_0843_8.jpg,data/yolo_dataset/labels/train/MAX_0843_8.txt,1,1,36.8465,54.4206,-0.0,0.006115
train,data/yolo_dataset/images/train/MAX_0843_9.jpg,data/yolo_dataset/labels/train/MAX_0843_9.txt,4,1,37.9096,58.5019,-0.0,0.005163
train,data/yolo_dataset/images/train/MAX_0844_1.jpg,data/yolo_dataset/labels/train/MAX_0844_1.txt,3,1,35.0627,53.1828,-0.0,0.006464
train,data/yolo_dataset/images/train/MAX_0844_10.jpg,data/yolo_dataset/labels/train/MAX_0844_10.txt,6,1,35.5143,56.7035,-0.0,0.016085
train,data/yolo_dataset/images/train/MAX_0844_11.jpg,data/yolo_dataset/labels/train/MAX_0844_11.txt,4,1,34.1545,55.8946,-0.0,0.013256
train,data/yolo_dataset/images/train/MAX_0844_12.jpg,data/yolo_dataset/labels/train/MAX_0844_12.txt,5,1,34.802,54.5668,-0.0,0.012706
train,data/yolo_dataset/images/train/MAX_0844_13.jpg,data/yolo_dataset/labels/train/MAX_0844_13.txt,1,1,34.1206,50.8297,-0.0,0.017984
train,data/yolo_dataset/images/train/MAX_0844_14.jpg,data/yolo_dataset/labels/train/MAX_0844_14.txt,7,1,31.718,48.0158,-0.0,0.0059
train,data/yolo_dataset/images/train/MAX_0844_15.jpg,data/yolo_dataset/labels/train/MAX_0844_15.txt,2,1,32.3944,49.7495,-0.0,0.008872
train,data/yolo_dataset/images/train/MAX_0844_16.jpg,data/yolo_dataset/labels/train/MAX_0844_16.txt,7,1,32.6868,52.5388,-0.0,0.004886
train,data/yolo_dataset/images/train/MAX_0844_17.jpg,data/yolo_dataset/labels/train/MAX_0844_17.txt,8,1,33.5733,53.0072,-0.0,0.005734
train,data/yolo_dataset/images/train/MAX_0844_18.jpg,data/yolo_dataset/labels/train/MAX_0844_18.txt,7,1,34.1449,54.1426,-0.0,0.00589
train,data/yolo_dataset/images/train/MAX_0844_19.jpg,data/yolo_dataset/labels/train/MAX_0844_19.txt,6,1,33.8372,53.0109,-0.0,0.00761
train,data/yolo_dataset/images/train/MAX_0844_20.jpg,data/yolo_dataset/labels/train/MAX_0844_20.txt,3,1,34.0772,50.3669,-0.0,0.012137
train,data/yolo_dataset/images/train/MAX_0844_21.jpg,data/yolo_dataset/labels/train/MAX_0844_21.txt,4,1,29.0571,44.3592,-0.0,0.010685
train,data/yolo_dataset/images/train/MAX_0844_25.jpg,data/yolo_dataset/labels/train/MAX_0844_25.txt,7,1,32.5499,52.9727,-0.0,0.00584
train,data/yolo_dataset/images/train/MAX_0844_26.jpg,data/yolo_dataset/labels/train/MAX_0844_26.txt,2,1,32.4692,51.2186,-0.0,0.013383
train,data/yolo_dataset/images/train/MAX_0844_29.jpg,data/yolo_dataset/labels/train/MAX_0844_29.txt,8,1,30.6837,47.9995,-0.0,0.005402
train,data/yolo_dataset/images/train/MAX_0844_30.jpg,data/yolo_dataset/labels/train/MAX_0844_30.txt,2,1,30.1576,48.9794,-0.0,0.003777
train,data/yolo_dataset/images/train/MAX_0844_31.jpg,data/yolo_dataset/labels/train/MAX_0844_31.txt,5,1,30.4827,49.3503,-0.0,0.004016
train,data/yolo_dataset/images/train/MAX_0844_33.jpg,data/yolo_dataset/labels/train/MAX_0844_33.txt,4,1,32.026,49.3713,-0.0,0.006548
train,data/yolo_dataset/images/train/MAX_0844_34.jpg,data/yolo_dataset/labels/train/MAX_0844_34.txt,2,1,32.5682,47.3245,-0.0,0.004346
train,data/yolo_dataset/images/train/MAX_0844_35.jpg,data/yolo_dataset/labels/train/MAX_0844_35.txt,3,1,29.5708,43.7097,-0.0,0.024747
train,data/yolo_dataset/images/train/MAX_0844_36.jpg,data/yolo_dataset/labels/train/MAX_0844_36.txt,5,1,28.2139,44.5016,-0.0,0.006672
train,data/yolo_dataset/images/train/MAX_0844_37.jpg,data/yolo_dataset/labels/train/MAX_0844_37.txt,6,1,28.7971,45.5711,-0.0,0.00942
train,data/yolo_dataset/images/train/MAX_0844_38.jpg,data/yolo_dataset/labels/train/MAX_0844_38.txt,6,1,29.9231,48.7628,-0.0,0.011512
train,data/yolo_dataset/images/train/MAX_0844_4.jpg,data/yolo_dataset/labels/train/MAX_0844_4.txt,1,1,36.5664,58.598,-0.0,0.003956
train,data/yolo_dataset/images/train/MAX_0844_40.jpg,data/yolo_dataset/labels/train/MAX_0844_40.txt,7,1,32.1968,49.6081,-0.0,0.018369
train,data/yolo_dataset/images/train/MAX_0844_41.jpg,data/yolo_dataset/labels/train/MAX_0844_41.txt,4,1,31.7502,46.6641,-0.0,0.020771
train,data/yolo_dataset/images/train/MAX_0844_42.jpg,data/yolo_dataset/labels/train/MAX_0844_42.txt,5,1,28.3486,41.473,-0.0,0.009681
train,data/yolo_dataset/images/train/MAX_0844_43.jpg,data/yolo_dataset/labels/train/MAX_0844_43.txt,6,1,28.2151,43.6009,-0.0,0.01074
train,data/yolo_dataset/images/train/MAX_0844_44.jpg,data/yolo_dataset/labels/train/MAX_0844_44.txt,7,1,26.8729,40.8185,-0.0,0.006474
train,data/yolo_dataset/images/train/MAX_0844_45.jpg,data/yolo_dataset/labels/train/MAX_0844_45.txt,6,1,29.4153,44.8507,-0.0,0.008013
train,data/yolo_dataset/images/train/MAX_0844_46.jpg,data/yolo_dataset/labels/train/MAX_0844_46.txt,3,1,30.9775,47.1674,-0.0,0.019003
train,data/yolo_dataset/images/train/MAX_0844_47.jpg,data/yolo_dataset/labels/train/MAX_0844_47.txt,7,1,31.2542,46.4427,-0.0,0.00791
train,data/yolo_dataset/images/train/MAX_0844_48.jpg,data/yolo_dataset/labels/train/MAX_0844_48.txt,5,1,31.4569,44.5852,-0.0,0.010153
train,data/yolo_dataset/images/train/MAX_0844_5.jpg,data/yolo_dataset/labels/train/MAX_0844_5.txt,2,1,35.938,56.4691,-0.0,0.004871
train,data/yolo_dataset/images/train/MAX_0844_6.jpg,data/yolo_dataset/labels/train/MAX_0844_6.txt,5,1,36.1269,52.5011,-0.0,0.007158
train,data/yolo_dataset/images/train/MAX_0844_7.jpg,data/yolo_dataset/labels/train/MAX_0844_7.txt,2,1,33.0639,47.4591,-0.0,0.015826
train,data/yolo_dataset/images/train/MAX_0844_8.jpg,data/yolo_dataset/labels/train/MAX_0844_8.txt,4,1,32.9217,50.5369,-0.0,0.00634
train,data/yolo_dataset/images/train/MAX_0844_9.jpg,data/yolo_dataset/labels/train/MAX_0844_9.txt,1,1,31.1371,53.9102,-0.0,0.005901
train,data/yolo_dataset/images/train/MAX_0846_0.jpg,data/yolo_dataset/labels/train/MAX_0846_0.txt,5,1,33.6349,46.3057,-0.0,0.009207
train,data/yolo_dataset/images/train/MAX_0846_1.jpg,data/yolo_dataset/labels/train/MAX_0846_1.txt,2,1,32.6316,49.4049,-0.0,0.006834
train,data/yolo_dataset/images/train/MAX_0846_10.jpg,data/yolo_dataset/labels/train/MAX_0846_10.txt,5,1,35.1452,55.9266,-0.0,0.008854
train,data/yolo_dataset/images/train/MAX_0846_11.jpg,data/yolo_dataset/labels/train/MAX_0846_11.txt,7,1,34.527,56.0174,-0.0,0.005693
train,data/yolo_dataset/images/train/MAX_0846_12.jpg,data/yolo_dataset/labels/train/MAX_0846_12.txt,8,1,35.8944,55.2861,-0.0,0.008495
train,data/yolo_dataset/images/train/MAX_0846_13.jpg,data/yolo_dataset/labels/train/MAX_0846_13.txt,5,1,33.3768,51.1203,-0.0,0.006888
train,data/yolo_dataset/images/train/MAX_0846_14.jpg,data/yolo_dataset/labels/train/MAX_0846_14.txt,6,1,33.4191,48.7912,-0.0,0.008198
train,data/yolo_dataset/images/train/MAX_0846_15.jpg,data/yolo_dataset/labels/train/MAX_0846_15.txt,8,1,32.5309,54.1776,-0.0,0.012467
train,data/yolo_dataset/images/train/MAX_0846_16.jpg,data/yolo_dataset/labels/train/MAX_0846_16.txt,9,1,33.2821,53.5474,-0.0,0.01134
train,data/yolo_dataset/images/train/MAX_0846_17.jpg,data/yolo_dataset/labels/train/MAX_0846_17.txt,7,1,33.4082,54.1019,-0.0,0.010244
train,data/yolo_dataset/images/train/MAX_0846_18.jpg,data/yolo_dataset/labels/train/MAX_0846_18.txt,8,1,34.365,54.3657,-0.0,0.007408
train,data/yolo_dataset/images/train/MAX_0846_19.jpg,data/yolo_dataset/labels/train/MAX_0846_19.txt,11,1,35.9719,55.1773,-0.0,0.008694
train,data/yolo_dataset/images/train/MAX_0846_2.jpg,data/yolo_dataset/labels/train/MAX_0846_2.txt,1,1,34.8419,54.3705,-0.0,0.008542
train,data/yolo_dataset/images/train/MAX_0846_20.jpg,data/yolo_dataset/labels/train/MAX_0846_20.txt,7,1,34.9145,51.9392,-0.0,0.007545
train,data/yolo_dataset/images/train/MAX_0846_21.jpg,data/yolo_dataset/labels/train/MAX_0846_21.txt,6,1,30.8053,46.7954,-0.0,0.009801
train,data/yolo_dataset/images/train/MAX_0846_22.jpg,data/yolo_dataset/labels/train/MAX_0846_22.txt,8,1,32.5304,51.1364,-0.0,0.013128
train,data/yolo_dataset/images/train/MAX_0846_23.jpg,data/yolo_dataset/labels/train/MAX_0846_23.txt,11,1,32.3134,52.529,-0.0,0.008041
train,data/yolo_dataset/images/train/MAX_0846_24.jpg,data/yolo_dataset/labels/train/MAX_0846_24.txt,9,1,32.9268,51.577,-0.0,0.007856
train,data/yolo_dataset/images/train/MAX_0846_25.jpg,data/yolo_dataset/labels/train/MAX_0846_25.txt,10,1,33.1154,53.1934,-0.0,0.006135
train,data/yolo_dataset/images/train/MAX_0846_26.jpg,data/yolo_dataset/labels/train/MAX_0846_26.txt,9,1,34.8988,53.3055,-0.0,0.008313
train,data/yolo_dataset/images/train/MAX_0846_27.jpg,data/yolo_dataset/labels/train/MAX_0846_27.txt,5,1,34.3346,50.4217,-0.0,0.008734
train,data/yolo_dataset/images/train/MAX_0846_28.jpg,data/yolo_dataset/labels/train/MAX_0846_28.txt,8,1,29.6521,46.7242,-0.0,0.013248
train,data/yolo_dataset/images/train/MAX_0846_29.jpg,data/yolo_dataset/labels/train/MAX_0846_29.txt,9,1,29.1528,47.4829,-0.0,0.00925
train,data/yolo_dataset/images/train/MAX_0846_3.jpg,data/yolo_dataset/labels/train/MAX_0846_3.txt,1,1,36.5839,57.1772,-0.0,0.011689
train,data/yolo_dataset/images/train/MAX_0846_32.jpg,data/yolo_dataset/labels/train/MAX_0846_32.txt,17,1,32.8711,52.1741,-0.0,0.007801
train,data/yolo_dataset/images/train/MAX_0846_34.jpg,data/yolo_dataset/labels/train/MAX_0846_34.txt,3,1,33.5259,48.7558,-0.0,0.012649
train,data/yolo_dataset/images/train/MAX_0846_35.jpg,data/yolo_dataset/labels/train/MAX_0846_35.txt,9,1,27.6775,43.2203,-0.0,0.008339
train,data/yolo_dataset/images/train/MAX_0846_36.jpg,data/yolo_dataset/labels/train/MAX_0846_36.txt,8,1,28.3528,45.7813,-0.0,0.00721
train,data/yolo_dataset/images/train/MAX_0846_37.jpg,data/yolo_dataset/labels/train/MAX_0846_37.txt,6,1,26.9549,43.8304,-0.0,0.005464
train,data/yolo_dataset/images/train/MAX_0846_38.jpg,data/yolo_dataset/labels/train/MAX_0846_38.txt,6,1,28.6961,45.8436,-0.0,0.006124
train,data/yolo_dataset/images/train/MAX_0846_39.jpg,data/yolo_dataset/labels/train/MAX_0846_39.txt,9,1,30.7709,49.0133,-0.0,0.007824
train,data/yolo_dataset/images/train/MAX_0846_40.jpg,data/yolo_dataset/labels/train/MAX_0846_40.txt,6,1,31.5151,47.9128,-0.0,0.008023
train,data/yolo_dataset/images/train/MAX_0846_41.jpg,data/yolo_dataset/labels/train/MAX_0846_41.txt,5,1,31.8439,46.4095,-0.0,0.008785
train,data/yolo_dataset/images/train/MAX_0846_42.jpg,data/yolo_dataset/labels/train/MAX_0846_42.txt,5,1,29.3518,42.716,-0.0,0.020412
train,data/yolo_dataset/images/train/MAX_0846_43.jpg,data/yolo_dataset/labels/train/MAX_0846_43.txt,9,1,28.0949,43.7353,-0.0,0.00811
train,data/yolo_dataset/images/train/MAX_0846_44.jpg,data/yolo_dataset/labels/train/MAX_0846_44.txt,12,1,26.3599,40.5278,-0.0,0.007141
train,data/yolo_dataset/images/train/MAX_0846_45.jpg,data/yolo_dataset/labels/train/MAX_0846_45.txt,13,1,29.5474,45.6073,-0.0,0.009508
train,data/yolo_dataset/images/train/MAX_0846_46.jpg,data/yolo_dataset/labels/train/MAX_0846_46.txt,9,1,29.9198,46.6349,-0.0,0.009418
train,data/yolo_dataset/images/train/MAX_0846_47.jpg,data/yolo_dataset/labels/train/MAX_0846_47.txt,13,1,32.2753,46.8612,-0.0,0.009822
train,data/yolo_dataset/images/train/MAX_0846_48.jpg,data/yolo_dataset/labels/train/MAX_0846_48.txt,10,1,32.134,45.3139,-0.0,0.012145
train,data/yolo_dataset/images/train/MAX_0846_5.jpg,data/yolo_dataset/labels/train/MAX_0846_5.txt,3,1,35.7566,55.3777,-0.0,0.00511
train,data/yolo_dataset/images/train/MAX_0846_7.jpg,data/yolo_dataset/labels/train/MAX_0846_7.txt,7,1,34.9013,48.3672,-0.0,0.009853
train,data/yolo_dataset/images/train/MAX_0846_9.jpg,data/yolo_dataset/labels/train/MAX_0846_9.txt,6,1,35.0152,54.538,-0.0,0.00733
train,data/yolo_dataset/images/train/MAX_0847_1.jpg,data/yolo_dataset/labels/train/MAX_0847_1.txt,10,1,36.9923,55.0365,-0.0,0.014671
train,data/yolo_dataset/images/train/MAX_0847_10.jpg,data/yolo_dataset/labels/train/MAX_0847_10.txt,1,1,34.8674,55.3911,-0.0,0.011869
train,data/yolo_dataset/images/train/MAX_0847_12.jpg,data/yolo_dataset/labels/train/MAX_0847_12.txt,2,1,37.5893,56.4936,-0.0,0.009831
train,data/yolo_dataset/images/train/MAX_0847_13.jpg,data/yolo_dataset/labels/train/MAX_0847_13.txt,1,1,34.8368,50.8615,-0.0,0.01121
train,data/yolo_dataset/images/train/MAX_0847_15.jpg,data/yolo_dataset/labels/train/MAX_0847_15.txt,9,1,36.5092,55.2221,-0.0,0.009407
train,data/yolo_dataset/images/train/MAX_0847_16.jpg,data/yolo_dataset/labels/train/MAX_0847_16.txt,6,1,36.5417,55.8843,-0.0,0.007443
train,data/yolo_dataset/images/train/MAX_0847_17.jpg,data/yolo_dataset/labels/train/MAX_0847_17.txt,5,1,37.5722,56.7029,-0.0,0.005995
train,data/yolo_dataset/images/train/MAX_0847_18.jpg,data/yolo_dataset/labels/train/MAX_0847_18.txt,3,1,36.5098,57.0881,-0.0,0.006504
train,data/yolo_dataset/images/train/MAX_0847_19.jpg,data/yolo_dataset/labels/train/MAX_0847_19.txt,5,1,36.6356,55.4529,-0.0,0.006651
train,data/yolo_dataset/images/train/MAX_0847_2.jpg,data/yolo_dataset/labels/train/MAX_0847_2.txt,3,1,35.6803,55.5771,-0.0,0.007184
train,data/yolo_dataset/images/train/MAX_0847_20.jpg,data/yolo_dataset/labels/train/MAX_0847_20.txt,1,1,35.8966,51.8589,-0.0,0.005755
train,data/yolo_dataset/images/train/MAX_0847_21.jpg,data/yolo_dataset/labels/train/MAX_0847_21.txt,6,1,33.3971,49.3994,-0.0,0.007703
train,data/yolo_dataset/images/train/MAX_0847_22.jpg,data/yolo_dataset/labels/train/MAX_0847_22.txt,4,1,32.794,51.192,-0.0,0.008374
train,data/yolo_dataset/images/train/MAX_0847_23.jpg,data/yolo_dataset/labels/train/MAX_0847_23.txt,7,1,33.4126,52.9003,-0.0,0.007256
train,data/yolo_dataset/images/train/MAX_0847_25.jpg,data/yolo_dataset/labels/train/MAX_0847_25.txt,6,1,33.1305,53.9881,-0.0,0.005375
train,data/yolo_dataset/images/train/MAX_0847_26.jpg,data/yolo_dataset/labels/train/MAX_0847_26.txt,3,1,33.4357,52.5308,-0.0,0.008352
train,data/yolo_dataset/images/train/MAX_0847_27.jpg,data/yolo_dataset/labels/train/MAX_0847_27.txt,3,1,35.3148,50.9678,-0.0,0.009501
train,data/yolo_dataset/images/train/MAX_0847_28.jpg,data/yolo_dataset/labels/train/MAX_0847_28.txt,10,1,31.3445,47.1368,-0.0,0.009158
